irradiance_wm2,panel_angle_degrees,temperature_c,panel_type,panel_efficiency_percent,array_size_kw,shading_percent,dust_coverage,inverter_efficiency,tracking_system,climate_zone,maintenance_status,power_output_kw
854.9426905371047,34.93987428716278,12.136416240662422,Monocrystalline,19.90898486937117,73.25211212919494,4.452473561639185,Clean,96.26676543190071,Dual-Axis,Polar,Good,29.220685876511247
873.5142166077327,58.96394936936739,40.301998135712935,Polycrystalline,21.918330856117148,21.524243193020386,3.320695157667104,Moderate,95.73545526847738,Fixed,Arid,Fair,58.413628743977405
291.3290199254785,19.63075617337835,6.456214378554539,Polycrystalline,16.079821723483008,30.092401040024157,18.61580829209788,Clean,94.36853372186596,Fixed,Continental,Fair,54.44908921603322
837.5198333334766,47.294955899822845,11.933867506610332,Polycrystalline,15.000939198282447,12.325640687116643,27.325297194828035,Heavy,91.83336831175245,Dual-Axis,Polar,Fair,53.714984427583445
384.38308871378416,37.24894578604338,16.741221428163758,Thin Film,,80.35240961326313,29.864717644904438,Moderate,95.64252971800425,Fixed,Temperate,,44.60403827689859
539.2313452202966,28.621439087960876,33.962892483312984,Monocrystalline,16.207872863596883,60.43639281537582,14.78461598768603,Clean,95.98221524665875,Single-Axis,Continental,Fair,0.7553940427947198
130.96808314879019,24.36892244498021,11.524714418426395,Thin Film,22.28697578714857,54.48099496657566,26.778065607724024,Light,91.10879945486246,Dual-Axis,Polar,Excellent,10.148083200739661
495.9794916630782,,12.527708545202362,Monocrystalline,21.45160287364043,21.29828259864097,8.00767472788603,Moderate,95.90695387733918,Dual-Axis,Tropical,Excellent,
1099.5930091381165,,25.236794005131916,Polycrystalline,21.697992772124632,64.0308665555475,1.1846319378785886,Moderate,92.23173466075248,Dual-Axis,Arid,Poor,66.26749218454235
768.4410264930134,44.035348563075786,38.03614223489324,Monocrystalline,22.26433943004838,37.7591521449974,20.603731262125216,Moderate,,Fixed,Arid,Poor,21.171042513339437
1114.8765235625863,52.28091689404996,7.813641088738583,Thin Film,21.494838112634277,82.07767429880785,22.42138894246598,Moderate,95.24127150703754,,Tropical,Excellent,15.002576101652506
303.22458090135774,59.14249185502202,22.988698346513008,Polycrystalline,19.53185856611561,53.0518940771767,12.891858879606005,Light,93.82376131268698,Single-Axis,Temperate,Excellent,41.763345178544725
430.6100930381582,45.12566169995192,43.612692571330456,Monocrystalline,19.526121819753598,67.82075533638424,12.036490971597004,Light,93.50895228771793,Fixed,Continental,Good,71.63832854980576
139.68593849158717,20.67518680344065,12.362539270961829,Thin Film,19.867828788944394,14.70129760105161,21.594469407697414,Light,91.62175126894002,Fixed,Temperate,Good,17.658297444593206
1155.5858558861432,15.624314213989388,33.8837402114666,Monocrystalline,17.98981984696171,38.709378530960244,,Clean,93.53359316143086,Single-Axis,,Good,40.31323988562195
136.10346485307636,52.758122886530664,26.110031209247254,Polycrystalline,18.004500827985996,38.5389491771871,26.30967522743871,Clean,94.35095524406904,Single-Axis,Tropical,Poor,49.50804099364376
,55.63830232013456,22.560453301995295,Thin Film,19.207207445612998,54.87952995601557,13.73679657215049,Moderate,90.5791648308938,Single-Axis,Temperate,Good,9.800263373269862
974.3707168430795,19.893338335823568,9.63826168591698,Thin Film,21.76451990407247,48.7154453157474,6.272885108931453,Heavy,96.22542561847021,Fixed,Continental,Excellent,46.03589934923083
229.36046880009368,56.38032910216522,24.480133008383337,Thin Film,17.404553432475403,31.551594115278505,10.417087505642623,Light,95.07826837871177,Fixed,Polar,Good,60.4889344521671
146.34640446932227,49.11695106494941,26.265952525534555,Monocrystalline,,81.88049202507318,21.801712837164576,Heavy,92.37352431082817,Dual-Axis,Tropical,Excellent,54.47389659379985
1046.241748556866,24.154193507871383,17.39749181089204,Thin Film,18.93357419599364,8.506232951211647,26.712570478781295,Clean,95.10005176087722,Single-Axis,Temperate,Good,52.071624082513715
1099.5515355894004,35.13227839391049,10.704224791151944,Polycrystalline,,20.26026038443945,19.200722089130196,Light,95.03869280866311,Dual-Axis,Tropical,Good,74.00014238026691
535.7504553282512,25.800525346987293,41.108161879147545,Monocrystalline,15.424463282729604,4.212912502339169,10.094420996901913,Heavy,92.69170094823644,Fixed,Polar,Poor,56.761311877537565
429.68763891855605,53.373418657143816,12.073982017101246,Monocrystalline,20.889726795430494,4.747424785656394,6.066050426079517,Heavy,93.0324922984673,Single-Axis,Temperate,Poor,68.90168826304253
1028.4639566889314,36.94731850609921,16.876336985026043,Monocrystalline,18.18271706793014,84.47065629870822,21.56538593555853,Light,93.51866066923581,Dual-Axis,Arid,Poor,19.523132968315903
212.49875323094383,33.76040540012835,17.03833064740742,Polycrystalline,17.477145032889943,75.98025169690993,17.181804496047917,Moderate,95.65385571793355,Single-Axis,Tropical,Fair,30.102832736417987
724.117262233882,27.793874459367338,38.9503441509332,Polycrystalline,19.243568765905383,3.5622918212458266,13.350871384055564,Heavy,93.36803456875482,Dual-Axis,Arid,Good,38.67245138279551
341.44584041929147,43.28822209867806,28.06614796555332,Monocrystalline,18.54971355151919,41.93681054116033,23.679775175987185,Light,97.3446190265014,Single-Axis,Arid,Good,57.88681891386552
1163.924884961163,42.039277029871656,26.051930583531323,Thin Film,18.748642536340075,58.320367874254195,6.789490615771201,Moderate,94.70899355863683,,Tropical,Fair,45.453091577893574
224.277786263895,22.96522078646121,20.783837571722948,Monocrystalline,18.905742084288285,14.251007764252748,0.06933125495458548,Moderate,,Dual-Axis,,Poor,9.945378631824562
423.88966290237977,51.39880635923783,38.57755883757537,Monocrystalline,22.64367992869125,93.30405591946551,11.906598869967723,Moderate,92.93372537758557,Single-Axis,Tropical,Good,45.87518113380757
512.298324280391,46.821931725431895,37.27443587795357,Polycrystalline,21.12198536602501,,7.706967825981987,Moderate,96.14803764002427,,Arid,Poor,4.6902704638916575
826.3569252636654,20.956781184966076,14.369106246744767,Polycrystalline,15.740196843560891,22.251998646842946,12.137124991914238,Moderate,96.79293976678733,Fixed,Temperate,Excellent,59.64239949185488
927.7198617898763,36.89670820199382,11.481892482288533,Thin Film,17.987241535222346,39.96718259813077,29.8821161104465,Light,95.08723903239725,Dual-Axis,Polar,Poor,
965.6201907845325,45.350499224899835,5.320901194157903,Monocrystalline,17.45839292846794,7.308604536076527,5.041425610486216,Heavy,91.08017436648024,Single-Axis,Polar,Fair,
983.0786518646939,33.22059551747002,37.3471108788119,Polycrystalline,21.383686954119327,1.3972794161575632,3.602924113245579,Heavy,92.90217110407119,Fixed,Temperate,Good,8.925780958717583
1077.1230580653082,48.336726582331295,10.470991878347892,Polycrystalline,15.788951845585093,,0.5336808512746505,Clean,96.07782729708914,Single-Axis,Arid,Fair,73.0495033701659
1144.0830719314913,41.77049594053358,35.862382281863525,Thin Film,20.294896862899115,,23.967503491522944,Light,,Dual-Axis,Tropical,Excellent,79.8829232216174
